-DOCSTART- -X- O
tiếp OT B-O 
hay OT B-O 
gián OT B-O 
tiếp OT B-O 
. OT B-O 
Theo OT B-O 
định OT B-O 
nghĩa OT B-O 
[ OT B-O 
2 OT B-O 
] OT B-O 
, OT B-O 
Mạng LF I-LF 
xã LF I-LF 

4.2.5 OT B-O 
Baseline OT B-O 
Sau OT B-O 
khi OT B-O 
cấu OT B-O 
hình OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
HAN AN B-AN 
để OT B-O 
đạt OT B-O 
được OT B-O 
kết OT B-O 
quả OT B-O 
tốt OT B-O 
nhất OT B-O 
trên OT B-O 
tập OT B-O 
validation OT B-O 
, OT B-O 
em OT B-O 
tiến OT B-O 
hành OT B-O 
so OT B-O 
sánh OT B-O 
, OT B-O 
đánh OT B-O 
giá OT B-O 
hiệu OT B-O 
năng OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
HAN AN I-AN 
với OT B-O 
những OT B-O 
mô OT B-O 
hình OT B-O 
học OT B-O 

Pmột OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
. OT B-O 
Tham OT B-O 
số OT B-O 
α OT B-O 
sẽ OT B-O 
được OT B-O 
chia OT B-O 
đều OT B-O 
cho OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
ngôn OT B-O 
ngữ OT B-O 
, OT B-O 
tức OT B-O 
là OT B-O 
LM OT B-O 
( OT B-O 
s OT B-O 
) OT B-O 
= OT B-O 
K1 OT B-O 
K OT B-O 

- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– AN B-AN 
20142585 OT B-O 
– AN I-AN 
K59 OT B-O 
– AN I-AN 
Lớp OT B-O 
CNTT AN I-AN 
– AN I-AN 
TT AN I-AN 
2.03 OT B-O 
51 OT B-O 

Cũng OT B-O 
giống OT B-O 
như OT B-O 
LSI AN B-AN 
, OT B-O 
pLSI AN I-AN 
có OT B-O 
số OT B-O 
lượng OT B-O 
tham OT B-O 
số OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
là OT B-O 
tuyến OT B-O 
tính OT B-O 
theo OT B-O 
số OT B-O 
lượng OT B-O 
văn OT B-O 
bản OT B-O 
D OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
khiến OT B-O 
mô OT B-O 
hình OT B-O 
có OT B-O 
thể OT B-O 
dễ OT B-O 
gặp OT B-O 
phải OT B-O 
overfitting OT B-O 
, OT B-O 

kết OT B-O 
quả OT B-O 
của OT B-O 
LCL AN B-AN 
vẫn OT B-O 
tốt OT B-O 
hơn OT B-O 
ổn OT B-O 
định OT B-O 
so OT B-O 
với OT B-O 
SimCLR AN B-AN 
gốc OT B-O 
. OT B-O 
Kịch OT B-O 
bản OT B-O 
3 OT B-O 
: OT B-O 
Quan OT B-O 
sát OT B-O 
sự OT B-O 
thay OT B-O 
đổi OT B-O 
mô OT B-O 
hình OT B-O 
khi OT B-O 
đưa OT B-O 
thêm OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
a OT B-O 
, OT B-O 
b OT B-O 
, OT B-O 
C AN I-AN 
vào OT B-O 
để OT B-O 
điều OT B-O 
chỉnh OT B-O 
w OT B-O 
. OT B-O 

Chúng OT B-O 
ta OT B-O 
sẽ OT B-O 
chứng OT B-O 
minh OT B-O 
rằng OT B-O 
đại OT B-O 
lượng OT B-O 
Eζ OT B-O 
[ OT B-O 
A OT B-O 
( OT B-O 
s̃k OT B-O 
) OT B-O 
] OT B-O 
− OT B-O 
A OT B-O 
( OT B-O 
sk OT B-O 
) OT B-O 
) OT B-O 
Vj=1 OT B-O 
ukj OT B-O 
tương OT B-O 
đương OT B-O 
với OT B-O 
một OT B-O 
phép OT B-O 
chính OT B-O 
quy OT B-O 
hoá OT B-O 
. OT B-O 
Thật OT B-O 
vậy OT B-O 
, OT B-O 
sử OT B-O 
dụng OT B-O 
xấp OT B-O 
xỉ OT B-O 
Taylor OT B-O 
bậc OT B-O 
hai OT B-O 
, OT B-O 
ta OT B-O 
có OT B-O 
: OT B-O 

- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– AN B-AN 
20142585 OT B-O 
– AN I-AN 
K59 OT B-O 
– AN I-AN 
Lớp OT B-O 
CNTT AN I-AN 
– AN I-AN 
TT AN I-AN 
2.03 OT B-O 
15 OT B-O 

Bảng OT B-O 
5 OT B-O 
. OT B-O 
6 OT B-O 
: OT B-O 
Phần OT B-O 
trăm OT B-O 
không OT B-O 
gian OT B-O 
mạng OT B-O 
CNN AN B-AN 
sử OT B-O 
dụng OT B-O 
qua OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
trên OT B-O 
tập OT B-O 
Split OT B-O 
CIFAR100 AN B-AN 
và OT B-O 
Split OT B-O 
CIFAR10 AN B-AN 
- AN I-AN 
100 AN I-AN 

thực OT B-O 
hiện OT B-O 
quá OT B-O 
trình OT B-O 
sinh OT B-O 
các OT B-O 
từ OT B-O 
đầu OT B-O 
ra OT B-O 
, OT B-O 
kết OT B-O 
quả OT B-O 
biểu OT B-O 
diễn OT B-O 
của OT B-O 
các OT B-O 
zi OT B-O 
sẽ OT B-O 
được OT B-O 
đưa OT B-O 
trở OT B-O 
lại OT B-O 
decoder OT B-O 
để OT B-O 
tiếp OT B-O 
tục OT B-O 
sinh OT B-O 
ra OT B-O 
các OT B-O 
từ OT B-O 
phía OT B-O 
sau OT B-O 
. OT B-O 
Đầu OT B-O 
ra OT B-O 
của OT B-O 
lớp OT B-O 
thứ OT B-O 
i OT B-O 
được OT B-O 
ký OT B-O 
hiệu OT B-O 
là OT B-O 
E OT B-O 
i OT B-O 
= OT B-O 
( OT B-O 
ei1 OT B-O 
, OT B-O 
ei2 OT B-O 
, OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
, OT B-O 
ein OT B-O 
) OT B-O 

Khởi OT B-O 
tạo OT B-O 
ngẫu OT B-O 
nhiên OT B-O 
Θ OT B-O 
= OT B-O 
Θ0 OT B-O 
for OT B-O 
t OT B-O 
= OT B-O 
1,2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
T OT B-O 
, OT B-O 
... OT B-O 
do OT B-O 
Nhận OT B-O 
dữ OT B-O 
liệu OT B-O 
ở OT B-O 
minibatch OT B-O 
thứ OT B-O 
t OT B-O 
là OT B-O 
Dt OT B-O 

3.4 OT B-O 
Sử OT B-O 
dụng OT B-O 
mạng OT B-O 
Multi-layer OT B-O 
perceptron OT B-O 
( OT B-O 
MLP AN B-AN 
) OT B-O 
cho OT B-O 
bộ OT B-O 
mã OT B-O 
hóa OT B-O 
và OT B-O 
bộ OT B-O 
giải OT B-O 
mã OT B-O 

6 OT B-O 
Hình OT B-O 
2 OT B-O 
. OT B-O 
1 OT B-O 
Mô OT B-O 
hình OT B-O 
NRMS AN B-AN 

Trong OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
của OT B-O 
CL AN B-AN 
mà OT B-O 
em OT B-O 
được OT B-O 
biết OT B-O 
, OT B-O 
em OT B-O 
lựa OT B-O 
chọn OT B-O 
phương OT B-O 
pháp OT B-O 
SimCLR AN I-AN 
. OT B-O 
Do OT B-O 
đó OT B-O 
, OT B-O 
đồ OT B-O 
án OT B-O 
này OT B-O 
xoay OT B-O 
quanh OT B-O 
bài OT B-O 
toán OT B-O 
kết OT B-O 
hợp OT B-O 
manifold OT B-O 
learning OT B-O 
vào OT B-O 

trình OT B-O 
bày OT B-O 
ở OT B-O 
phần OT B-O 
đầu OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
chúng OT B-O 
ta OT B-O 
cũng OT B-O 
thấy OT B-O 
rằng OT B-O 
trên OT B-O 
các OT B-O 
bộ OT B-O 
TMN AN B-AN 
, OT B-O 
TMN AN I-AN 
- OT B-O 
title OT B-O 
, OT B-O 
The OT B-O 
Irish OT B-O 
Times OT B-O 
thì OT B-O 
iDropout OT B-O 
với OT B-O 
dr OT B-O 
= OT B-O 
0 OT B-O 
cũng OT B-O 
có OT B-O 
hiện OT B-O 

Cuối OT B-O 
cùng OT B-O 
, OT B-O 
NPMI AN B-AN 
cho OT B-O 
toàn OT B-O 
bộ OT B-O 
K AN B-AN 
chủ OT B-O 
đề OT B-O 
là OT B-O 
: OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN I-AN 
- AN I-AN 
CNTT AN I-AN 
58 OT B-O 

Tương OT B-O 
tự OT B-O 
như OT B-O 
đối OT B-O 
với OT B-O 
tác OT B-O 
tử OT B-O 
thứ OT B-O 
nhất OT B-O 
, OT B-O 
kênh OT B-O 
này OT B-O 
sẽ OT B-O 
chuyển OT B-O 
thông OT B-O 
điệp OT B-O 
từ OT B-O 
ngôn OT B-O 
ngữ OT B-O 
B OT B-O 
sang OT B-O 
ngôn OT B-O 
ngữ OT B-O 
A OT B-O 
bằng OT B-O 
một OT B-O 
mô OT B-O 
hình OT B-O 
dịch OT B-O 
. OT B-O 

Bảng OT B-O 
0.1 OT B-O 
Tham OT B-O 
số OT B-O 
tốt OT B-O 
nhất OT B-O 
cho OT B-O 
PMNIST AN B-AN 
EWC AN B-AN 

Đồng OT B-O 
thời OT B-O 
cũng OT B-O 
xin OT B-O 
gửi OT B-O 
lời OT B-O 
cảm OT B-O 
ơn OT B-O 
tới OT B-O 
các OT B-O 
em OT B-O 
Nguyễn OT B-O 
Đức OT B-O 
Tùng OT B-O 
, OT B-O 
Nguyễn OT B-O 
Bá OT B-O 
Khải OT B-O 
- OT B-O 
sinh OT B-O 
viên OT B-O 
lớp OT B-O 
CNTT2.04 OT B-O 
Khoá OT B-O 
60 OT B-O 
và OT B-O 
anh OT B-O 
Trương OT B-O 
Giang OT B-O 
Khang OT B-O 
- OT B-O 
cựu OT B-O 
sinh OT B-O 
viên OT B-O 
lớp OT B-O 
KSTN AN B-AN 
CNTT AN I-AN 
Khoá OT B-O 
58 OT B-O 
, OT B-O 
trường OT B-O 
đại OT B-O 
học OT B-O 
Bách OT B-O 
Khoa OT B-O 
Hà OT B-O 
Nội OT B-O 
, OT B-O 
cũng OT B-O 
đều OT B-O 
là OT B-O 

( OT B-O 
21 OT B-O 
) OT B-O 
𝐾 OT B-O 
điều OT B-O 
kiện OT B-O 
∑ OT B-O 
𝜙𝑘 OT B-O 
= OT B-O 
1 OT B-O 

Sử OT B-O 
ảnh OT B-O 
hưởng OT B-O 
của OT B-O 
đại OT B-O 
lượng OT B-O 
σ OT B-O 
2 OT B-O 
lên OT B-O 
hiệu OT B-O 
suất OT B-O 
của OT B-O 
iDropout OT B-O 
là OT B-O 
rất OT B-O 
rõ OT B-O 
ràng OT B-O 
trong OT B-O 
hình OT B-O 
9 OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 

Phương OT B-O 
pháp OT B-O 
Hierarchical OT B-O 
Power OT B-O 
Priors OT B-O 
( OT B-O 
HPP AN B-AN 
) OT B-O 
được OT B-O 
trình OT B-O 
bày OT B-O 
dưới OT B-O 
đây OT B-O 
có OT B-O 
thể OT B-O 
giải OT B-O 
quyết OT B-O 
tốt OT B-O 
các OT B-O 
vấn OT B-O 
đề OT B-O 
đó OT B-O 
. OT B-O 
Các OT B-O 
tác OT B-O 
giả OT B-O 
của OT B-O 
HPP AN I-AN 
có OT B-O 
ý OT B-O 
tưởng OT B-O 
sử OT B-O 
dụng OT B-O 
một OT B-O 
mô OT B-O 
hình OT B-O 
chuyển OT B-O 
dịch OT B-O 
( OT B-O 
transition OT B-O 

những OT B-O 
đặc OT B-O 
điểm OT B-O 
quan OT B-O 
trọng OT B-O 
trong OT B-O 
hành OT B-O 
vi OT B-O 
người OT B-O 
dùng OT B-O 
và OT B-O 
đưa OT B-O 
ra OT B-O 
gợi OT B-O 
ý OT B-O 
thích OT B-O 
hợp OT B-O 
. OT B-O 
Thử OT B-O 
nghiệm OT B-O 
cho OT B-O 
thấy OT B-O 
mô OT B-O 
hình OT B-O 
học OT B-O 
biểu OT B-O 
diễn OT B-O 
đề OT B-O 
xuất OT B-O 
cho OT B-O 
kết OT B-O 
quả OT B-O 
tốt OT B-O 
hơn OT B-O 
so OT B-O 
với OT B-O 
LDA AN B-AN 
truyền OT B-O 
thống OT B-O 
, OT B-O 
các OT B-O 
văn OT B-O 
bản OT B-O 
có OT B-O 
tính OT B-O 
diễn OT B-O 
giải OT B-O 
theo OT B-O 
chủ OT B-O 
đề OT B-O 
, OT B-O 
đồng OT B-O 
thời OT B-O 
áp OT B-O 
dụng OT B-O 

Chữ OT B-O 
ký OT B-O 
của OT B-O 
GVHD AN B-AN 
Bộ OT B-O 
môn OT B-O 
: OT B-O 
Hệ OT B-O 
thống OT B-O 
thông OT B-O 
tin OT B-O 

Độ OT B-O 
đo OT B-O 
HR AN B-AN 
@ AN I-AN 
K AN I-AN 
mới OT B-O 
chỉ OT B-O 
quan OT B-O 
tâm OT B-O 
đến OT B-O 
sự OT B-O 
xuất OT B-O 
hiện OT B-O 
của OT B-O 
test OT B-O 
item OT B-O 
trong OT B-O 
top OT B-O 
K AN I-AN 
. OT B-O 
Độ OT B-O 
đo OT B-O 
NDCG AN B-AN 
quan OT B-O 
tâm OT B-O 
đến OT B-O 
cả OT B-O 
xếp OT B-O 
hạng OT B-O 
của OT B-O 
test OT B-O 
item OT B-O 
trong OT B-O 

45.82 OT B-O 
48.6 OT B-O 
Bảng OT B-O 
6 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
nghiên OT B-O 
cứu OT B-O 
sự OT B-O 
ảnh OT B-O 
hưởng OT B-O 
của OT B-O 
các OT B-O 
hàm OT B-O 
lỗi OT B-O 
L1 OT B-O 
, OT B-O 
L2 OT B-O 
và OT B-O 
L3 OT B-O 
lên OT B-O 
kết OT B-O 
quả OT B-O 
. OT B-O 

- OT B-O 
Thể OT B-O 
loại OT B-O 
thường OT B-O 
là OT B-O 
cụm OT B-O 
từ OT B-O 
. OT B-O 
Từ OT B-O 
những OT B-O 
lập OT B-O 
luận OT B-O 
trên OT B-O 
, OT B-O 
tác OT B-O 
giã OT B-O 
đã OT B-O 
đề OT B-O 
xuất OT B-O 
mô OT B-O 
hình OT B-O 
NAML AN B-AN 
nhằm OT B-O 
khai OT B-O 
thác OT B-O 
được OT B-O 

TÓM OT B-O 
TẮT OT B-O 
NỘI OT B-O 
DUNG OT B-O 
ĐỒ OT B-O 
ÁN OT B-O 
TỐT OT B-O 
NGHIỆP OT B-O 
Trong OT B-O 
kỷ OT B-O 
nguyên OT B-O 
phát OT B-O 
triển OT B-O 
của OT B-O 
internet OT B-O 
, OT B-O 
trong OT B-O 
đó OT B-O 
phải OT B-O 
kể OT B-O 
đến OT B-O 
các OT B-O 
trang OT B-O 
mạng OT B-O 
xã OT B-O 
hội OT B-O 
, OT B-O 
các OT B-O 
diễn OT B-O 
đàn OT B-O 
, OT B-O 
thương OT B-O 
mại OT B-O 
điện OT B-O 
tử OT B-O 
hay OT B-O 
trang OT B-O 
tin OT B-O 

Hàm OT B-O 
aout OT B-O 
và OT B-O 
h OT B-O 
tương OT B-O 
tự OT B-O 
như OT B-O 
trong OT B-O 
mô OT B-O 
hình OT B-O 
GMF AN B-AN 
. OT B-O 
Đối OT B-O 
với OT B-O 
các OT B-O 
hàm OT B-O 
kích OT B-O 
hoạt OT B-O 
ax OT B-O 
, OT B-O 
ta OT B-O 
có OT B-O 
thể OT B-O 
tùy OT B-O 
ý OT B-O 
lựa OT B-O 

G OT B-O 
( OT B-O 
Θt OT B-O 
) OT B-O 
và OT B-O 
tối OT B-O 
ưu OT B-O 
nó OT B-O 
sử OT B-O 
dụng OT B-O 
một OT B-O 
thuật OT B-O 
toán OT B-O 
cập OT B-O 
nhật OT B-O 
dựa OT B-O 
trên OT B-O 
gradient OT B-O 
. OT B-O 
Giải OT B-O 
thuật OT B-O 
sau OT B-O 
mô OT B-O 
tả OT B-O 
phương OT B-O 
pháp OT B-O 
học OT B-O 
của OT B-O 
iDropout OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
Bayesian OT B-O 
tổng OT B-O 
quát OT B-O 
. OT B-O 

hình OT B-O 
: OT B-O 
1T OT B-O 
( OT B-O 
( OT B-O 
σtl OT B-O 
) OT B-O 
2 OT B-O 
− OT B-O 
log OT B-O 
( OT B-O 
σtl OT B-O 
) OT B-O 
2 OT B-O 
) OT B-O 
. OT B-O 
Ràng OT B-O 
buộc OT B-O 
này OT B-O 
cùng OT B-O 
với OT B-O 
( OT B-O 
b OT B-O 
) OT B-O 
đạt OT B-O 
cực OT B-O 
tiểu OT B-O 
khi OT B-O 
σtl OT B-O 
= OT B-O 
2σt OT B-O 
−1 OT B-O 
. OT B-O 

Dirichlet OT B-O 
tiên OT B-O 
nghiệm OT B-O 
của OT B-O 
β OT B-O 
t+1 OT B-O 
, OT B-O 
tức OT B-O 
là OT B-O 
: OT B-O 
p OT B-O 
( OT B-O 
β OT B-O 
t+1 OT B-O 
| OT B-O 
D1 OT B-O 
, OT B-O 
D2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
Dt OT B-O 
, OT B-O 
η OT B-O 
) OT B-O 
≈ OT B-O 
q OT B-O 
( OT B-O 
βkt OT B-O 
+1 OT B-O 
| OT B-O 
λt OT B-O 
) OT B-O 
= OT B-O 
Dir OT B-O 
( OT B-O 
βkt OT B-O 
+1 OT B-O 
| OT B-O 
λt OT B-O 
) OT B-O 
( OT B-O 
20 OT B-O 
) OT B-O 

KL OT B-O 
( OT B-O 
q OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
) OT B-O 
| OT B-O 
|p OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ|x OT B-O 
) OT B-O 
) OT B-O 
là OT B-O 
nhỏ OT B-O 
nhất OT B-O 
. OT B-O 
Rõ OT B-O 
ràng OT B-O 
điều OT B-O 
này OT B-O 
là OT B-O 
không OT B-O 
phù OT B-O 
hợp OT B-O 
với OT B-O 
dữ OT B-O 
liệu OT B-O 
dòng OT B-O 
có OT B-O 
kích OT B-O 
thước OT B-O 
không OT B-O 
lường OT B-O 
trước OT B-O 
được OT B-O 
. OT B-O 

Hình OT B-O 
dưới OT B-O 
là OT B-O 
kết OT B-O 
quả OT B-O 
huấn OT B-O 
luyện OT B-O 
với OT B-O 
những OT B-O 
learning OT B-O 
rate OT B-O 
schedule OT B-O 
s OT B-O 
khác OT B-O 
nhau OT B-O 
. OT B-O 
Hình OT B-O 
8 OT B-O 
So OT B-O 
sánh OT B-O 
hiệu OT B-O 
năng OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
HAN AN B-AN 
trên OT B-O 
các OT B-O 
learning OT B-O 
rate OT B-O 
schedule OT B-O 
s OT B-O 
khác OT B-O 
nhau OT B-O 

Phần OT B-O 
này OT B-O 
bao OT B-O 
gồm OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
từ OT B-O 
rất OT B-O 
sơ OT B-O 
khai OT B-O 
như OT B-O 
Denoising OT B-O 
auto OT B-O 
encoder OT B-O 
, OT B-O 
split OT B-O 
-brain OT B-O 
autoencoders OT B-O 
cho OT B-O 
đến OT B-O 
những OT B-O 
phương OT B-O 
pháp OT B-O 
có OT B-O 
thể OT B-O 
xem OT B-O 
là OT B-O 
hiện OT B-O 
đại OT B-O 
nhất OT B-O 
( OT B-O 
SOTA AN B-AN 
) OT B-O 
trong OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
này OT B-O 
trong OT B-O 
một OT B-O 
năm OT B-O 
trờ OT B-O 
lại OT B-O 
đây OT B-O 
như OT B-O 

Đối OT B-O 
với OT B-O 
MTL AN B-AN 
thì OT B-O 
việc OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
chia OT B-O 
sẻ OT B-O 
chung OT B-O 
một OT B-O 
tầng OT B-O 
ẩn OT B-O 
nó OT B-O 
làm OT B-O 
tăng OT B-O 
dữ OT B-O 
liệu OT B-O 
học OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
. OT B-O 
Trong OT B-O 
khi OT B-O 
học OT B-O 
một OT B-O 
tác OT B-O 
vụ OT B-O 
, OT B-O 
mô OT B-O 
hình OT B-O 
cố OT B-O 
gắng OT B-O 
tối OT B-O 
ưu OT B-O 
sao OT B-O 
cho OT B-O 
đạt OT B-O 
được OT B-O 
kết OT B-O 
quả OT B-O 

Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
. OT B-O 
. OT B-O 

Đối OT B-O 
với OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
MIND AN B-AN 
, OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
được OT B-O 
thử OT B-O 
nghiệm OT B-O 
với OT B-O 
các OT B-O 
phiên OT B-O 
bản OT B-O 
News OT B-O 
Encoder OT B-O 
khác OT B-O 
nhau OT B-O 
, OT B-O 
nhằm OT B-O 
đánh OT B-O 
giá OT B-O 
tác OT B-O 
động OT B-O 
của OT B-O 
News OT B-O 
Encoder OT B-O 
và OT B-O 
độ OT B-O 
phù OT B-O 
hợp OT B-O 
của OT B-O 
các OT B-O 
cách OT B-O 
tiếp OT B-O 
cận OT B-O 
cụ OT B-O 
thể OT B-O 
: OT B-O 

3.5 OT B-O 
Mô OT B-O 
hình OT B-O 
học OT B-O 
HAN AN B-AN 
........................................................................................... OT B-O 
15 OT B-O 

xúc OT B-O 
văn OT B-O 
bản OT B-O 
, OT B-O 
có OT B-O 
thể OT B-O 
áp OT B-O 
dụng OT B-O 
cho OT B-O 
các OT B-O 
bài OT B-O 
toán OT B-O 
phân OT B-O 
tích OT B-O 
đánh OT B-O 
giá OT B-O 
của OT B-O 
người OT B-O 
dùng OT B-O 
về OT B-O 
sản OT B-O 
phẩm OT B-O 
, OT B-O 
đồ OT B-O 
ăn OT B-O 
, OT B-O 
nhà OT B-O 
hàng OT B-O 
. OT B-O 
Bên OT B-O 
cạnh OT B-O 
đó OT B-O 
, OT B-O 
giá OT B-O 
trị OT B-O 
nghiên OT B-O 
cứu OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
học OT B-O 
HAN AN B-AN 

p OT B-O 
( OT B-O 
β OT B-O 
| OT B-O 
η OT B-O 
) OT B-O 
p OT B-O 
( OT B-O 
W OT B-O 
| OT B-O 
C AN B-AN 
, OT B-O 
β OT B-O 
) OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN I-AN 
- AN I-AN 
CNTT AN I-AN 

pháp OT B-O 
sau OT B-O 
: OT B-O 
Phương OT B-O 
pháp OT B-O 
1 OT B-O 
: OT B-O 
PDTB AN B-AN 
- AN I-AN 
Lin AN I-AN 
( OT B-O 
Lin AN I-AN 
et OT B-O 
al OT B-O 
. OT B-O 
, OT B-O 
2009 OT B-O 
) OT B-O 
sử OT B-O 
dụng OT B-O 
các OT B-O 
phần OT B-O 
2 OT B-O 
- AN I-AN 
21 OT B-O 
, OT B-O 
22 OT B-O 
, OT B-O 
23 OT B-O 
tương OT B-O 
ứng OT B-O 
làm OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
training OT B-O 
, OT B-O 
dev AN B-AN 
, OT B-O 
